"trip_duration_days","miles_traveled","total_receipts_amount","expected_output","receipts_per_day","receipts_per_mile","miles_per_day","efficiency_category","efficiency_bonus_zone","efficiency_penalty_zone","spending_per_day_category","spending_efficiency","very_low_receipts","optimal_receipt_range","high_spending_flag","receipt_cents","receipt_ends_49_99","is_5_day_trip","is_sweet_spot_duration","duration_penalty_zone","very_short_trip","very_long_trip","sweet_spot_combo","vacation_penalty","high_mile_low_spend","low_mile_high_spend","efficiency_spending_interaction","duration_efficiency_interaction","duration_spending_interaction","short_high_efficiency","long_low_efficiency","medium_balanced","trip_duration_binned","miles_binned","receipts_binned","trip_duration_squared","miles_traveled_squared","receipts_squared","trip_duration_cubed","log_trip_duration","log_miles_traveled","log_receipts","total_efficiency","cost_per_mile","productivity_score","residuals"
6,45,81.59,522.58,13.5983333333333,1.81311111111111,7.5,"low",0,0,"low",1.81311111111111,0,0,0,59,0,0,1,0,0,0,0,0,0,0,101.9875,45,81.59,0,0,0,"medium","very_low","very_low",36,2025,6656.9281,216,1.94591014905531,3.8286413964891,4.41388860782263,3.26916091536506,1.81311111111111,0.0908100254268071,-95.7222453967896
8,342,2259.06,1502.02,282.3825,6.60543859649123,42.75,"low",0,0,"high",6.60543859649123,0,0,1,6,0,0,0,0,0,1,0,1,0,1,12071.851875,342,2259.06,0,1,0,"medium","medium","very_high",64,116964,5103352.0836,512,2.19722457733622,5.83773044716594,7.72314664058649,1.21058732953992,6.60543859649123,0.0189154270240613,-182.407693477524
12,379,1897.29,1682.98,158.1075,5.00604221635884,31.5833333333333,"low",0,0,"high",5.00604221635884,0,0,1,29,0,0,0,1,0,1,0,1,0,1,4993.561875,379,1897.29,0,1,0,"long","medium","high",144,143641,3599709.3441,1728,2.56494935746154,5.94017125272043,7.54870875991137,2.39584046694657,5.00604221635884,0.0166377810204623,-79.6309758271924
6,333,1254.68,1585.02,209.113333333333,3.76780780780781,55.5,"low",0,0,"high",3.76780780780781,0,0,1,68,0,0,1,0,0,0,0,0,0,1,11605.79,333,1254.68,0,0,0,"medium","medium","high",36,110889,1574221.9024,216,1.94591014905531,5.8111409929767,7.13543253749689,1.59116972477064,3.76780780780781,0.0441991590214067,389.241779510409
2,634,1739.81,1490.51,869.905,2.74417981072555,317,"very_high",0,1,"high",2.74417981072555,0,0,1,81,0,0,0,0,0,0,0,0,0,0,275759.885,634,1739.81,1,0,0,"very_short","high","high",4,401956,3026938.8361,8,1.09861228866811,6.45362499889269,7.46210580113042,0.728396551030842,2.74417981072555,0.18209913775771,175.057250942753
5,285,974.73,1282.84,194.946,3.4201052631579,57,"low",0,0,"high",3.4201052631579,0,0,0,73,0,1,1,0,0,0,0,0,0,1,11111.922,285,974.73,0,0,0,"short","low","medium",25,81225,950098.5729,125,1.79175946922805,5.65599181081985,6.88318590879711,1.46044500015373,3.4201052631579,0.0584178000061492,265.685110086435
12,33,1249.13,1707.38,104.094166666667,37.8524242424242,2.75,"low",0,0,"medium",37.8524242424242,0,0,1,13.0000000000146,0,0,0,1,0,1,0,0,0,1,286.258958333333,33,1249.13,0,1,0,"long","very_low","high",144,1089,1560325.7569,1728,2.56494935746154,3.52636052461616,7.13100282488872,0.316767056226152,37.8524242424242,0.00219977122379273,347.117325719759
9,118,1285.82,1539.77,142.868888888889,10.8967796610169,13.1111111111111,"low",0,0,"high",10.8967796610169,0,0,1,82,0,0,0,0,0,1,0,1,0,1,1873.16987654321,118,1285.82,0,1,0,"long","low","high",81,13924,1653333.0724,729,2.30258509299405,4.77912349311153,7.15992933767493,0.825290250384669,10.8967796610169,0.0101887685232675,277.731773539319
1,420,2273.6,1220.35,2273.6,5.41333333333333,420,"very_high",0,1,"high",5.41333333333333,0,0,1,60,0,0,0,1,1,0,0,0,0,0,954912,420,2273.6,1,0,0,"very_short","medium","very_high",1,176400,5169256.96,1,0.693147180559945,6.04263283368238,7.72955949175034,0.184647850171459,5.41333333333333,0.184647850171459,-154.051417874519
11,312,2072.39,1586.22,188.399090909091,6.64227564102564,28.3636363636364,"low",0,0,"high",6.64227564102564,0,0,1,39,0,0,0,1,0,1,0,1,0,1,5343.68330578512,312,2072.39,0,1,0,"long","medium","very_high",121,97344,4294800.3121,1331,2.484906649788,5.74620319054015,7.63694022788134,1.65526022600668,6.64227564102564,0.0136798365785676,-163.521174908252
10,753,2054.02,1779.08,205.402,2.72778220451527,75.3,"low",0,0,"high",2.72778220451527,0,0,1,2,0,0,0,0,0,1,0,1,0,1,15466.7706,753,2054.02,0,1,0,"long","high","very_high",100,567009,4218998.1604,1000,2.39789527279837,6.62539236800796,7.62804085924307,3.66419791534876,2.72778220451527,0.0366419791534876,-110.107108317394
5,125,96.38,570.99,19.276,0.77104,25,"low",0,0,"low",0.77104,0,0,0,38,0,1,1,0,0,0,0,0,0,0,481.9,125,96.38,0,0,0,"short","low","very_low",25,15625,9289.1044,125,1.79175946922805,4.83628190695148,4.57862085075455,6.41815567878414,0.77104,0.256726227151366,-38.5758928701435
6,597,888.84,1395.65,148.14,1.48884422110553,99.5,"low",0,0,"high",1.48884422110553,0,0,0,84,0,0,1,0,0,0,0,0,0,1,14739.93,597,888.84,0,0,0,"medium","medium","medium",36,356409,790036.5456,216,1.94591014905531,6.39359075395063,6.79104167128377,4.02544277622943,1.48884422110553,0.111817854895262,222.287205049214
12,1065,203.2,1408.25,16.9333333333333,0.190798122065728,88.75,"low",0,0,"low",0.190798122065728,0,0,0,20,0,0,0,1,0,1,0,0,0,0,1502.83333333333,1065,203.2,0,1,0,"long","very_high","low",144,1134225,41290.24,1728,2.56494935746154,6.97166860472579,5.31909990573056,62.5857002938296,0.190798122065728,0.43462291870715,-11.4730534466659
1,214,540.03,402.81,540.03,2.5235046728972,214,"high_optimal",1,0,"high",2.5235046728972,0,0,0,3,0,0,0,1,1,0,0,0,0,0,115566.42,214,540.03,1,0,0,"very_short","low","medium",1,45796,291632.4009,1,0.693147180559945,5.37063802812766,6.29347473017409,0.395541836866717,2.5235046728972,0.395541836866717,-216.072556020454
11,886,922.66,1852.24,83.8781818181818,1.0413769751693,80.5454545454545,"low",0,0,"medium",1.0413769751693,0,0,0,66,0,0,0,1,0,1,0,0,0,0,6756.00628099174,886,922.66,0,1,0,"long","high","medium",121,784996,851301.4756,1331,2.484906649788,6.78784498230958,6.82834403855785,10.5515016348007,1.0413769751693,0.0872024928495924,286.884934836303
10,621,978.73,1656.28,97.873,1.57605475040258,62.1,"low",0,0,"medium",1.57605475040258,0,0,0,73,0,0,0,0,0,1,0,0,0,0,6077.9133,621,978.73,0,1,0,"long","high","medium",100,385641,957912.4129,1000,2.39789527279837,6.43294009273918,6.88727702350063,6.3384810100742,1.57605475040258,0.063384810100742,237.604419302702
4,1000,2355.34,1699.56,588.835,2.35534,250,"high",0,0,"high",2.35534,0,0,1,34,0,0,1,0,0,0,0,0,0,0,147208.75,1000,2355.34,0,0,0,"short","high","very_high",16,1e+06,5547626.5156,64,1.6094379124341,6.90875477931522,7.76486484675333,1.6975478920699,2.35534,0.106096743254369,-114.762182102547
13,534,1765.96,1881.36,135.843076923077,3.30704119850187,41.0769230769231,"low",0,0,"high",3.30704119850187,0,0,1,96,0,0,0,1,0,1,0,1,0,1,5580.01562130178,534,1765.96,0,1,0,"very_long","medium","high",169,285156,3118614.7216,2197,2.63905732961526,6.28226674689601,7.47701583482521,3.92878163625662,3.30704119850187,0.0232472286169031,49.9046223545844
6,475,1800.71,1671.23,300.118333333333,3.79096842105263,79.1666666666667,"low",0,0,"high",3.79096842105263,0,0,1,71,0,0,1,0,0,0,0,0,0,1,23759.3680555556,475,1800.71,0,0,0,"medium","medium","high",36,225625,3242556.5041,216,1.94591014905531,6.16541785423142,7.49649149291984,1.58183059426878,3.79096842105263,0.0439397387296883,203.116686344957
11,623,2265.21,1739.18,205.928181818182,3.63597110754414,56.6363636363636,"low",0,0,"high",3.63597110754414,0,0,1,21,0,0,0,1,0,1,0,1,0,1,11663.0233884298,623,2265.21,0,1,0,"long","high","very_high",121,388129,5131176.3441,1331,2.484906649788,6.43615036836943,7.72586411160993,3.02399159830731,3.63597110754414,0.0249916661017133,-222.9800716454
1,620,973.91,1112.02,973.91,1.57082258064516,620,"very_high",0,1,"high",1.57082258064516,0,0,0,91,0,0,0,1,1,0,0,0,0,0,603824.2,620,973.91,1,0,0,"very_short","high","medium",1,384400,948500.6881,1,0.693147180559945,6.43133108193348,6.88234515904492,0.635956139541086,1.57082258064516,0.635956139541086,146.089829432741
13,1004,1757.75,1960.67,135.211538461538,1.75074701195219,77.2307692307692,"low",0,0,"high",1.75074701195219,0,0,1,75,0,0,0,1,0,1,0,1,0,1,10442.4911242604,1004,1757.75,0,1,0,"very_long","very_high","high",169,1008016,3089685.0625,2197,2.63905732961526,6.91274282049318,7.4723586084286,7.42117981520967,1.75074701195219,0.0439123065988738,-77.0953759642151
8,962,1929.63,1897.19,241.20375,2.00585239085239,120.25,"medium",0,0,"high",2.00585239085239,0,0,1,63,0,0,0,0,0,1,0,1,0,0,29004.7509375,962,1929.63,0,0,0,"medium","high","high",64,925444,3723471.9369,512,2.19722457733622,6.87005341179813,7.56560165350439,3.98626355127601,2.00585239085239,0.0622853679886876,62.5880492941102
14,516,1464.67,1842.1,104.619285714286,2.83850775193798,36.8571428571429,"low",0,0,"medium",2.83850775193798,0,0,1,67,0,0,0,1,0,1,0,0,0,1,3855.96795918367,516,1464.67,0,1,0,"very_long","medium","high",196,266256,2145258.2089,2744,2.70805020110221,6.24804287450843,7.29006775478803,4.92880389173552,2.83850775193798,0.0251469586313037,83.9678705438043
11,685,2272.75,1873.94,206.613636363636,3.31788321167883,62.2727272727273,"low",0,0,"high",3.31788321167883,0,0,1,75,0,0,0,1,0,1,0,1,0,1,12866.3946280992,685,2272.75,0,1,0,"long","high","very_high",121,469225,5165392.5625,1331,2.484906649788,6.53087762772588,7.72918572983233,3.31390874106652,3.31788321167883,0.0273876755460043,-118.736849629535
3,307,266.21,540.97,88.7366666666667,0.867133550488599,102.333333333333,"medium",0,0,"medium",0.867133550488599,0,0,0,20.9999999999964,0,0,0,0,0,0,0,0,0,0,9080.71888888889,307,266.21,0,0,0,"short","medium","low",9,94249,70867.7641,27,1.38629436111989,5.73009978297357,5.58803486611189,3.44672729314023,0.867133550488599,0.382969699237803,-114.623606130199
3,375,1346.21,1339.93,448.736666666667,3.58989333333333,125,"medium",0,0,"high",3.58989333333333,0,0,1,21,0,0,0,0,0,0,0,0,0,0,56092.0833333333,375,1346.21,0,0,0,"short","medium","high",9,140625,1812281.3641,27,1.38629436111989,5.9295891433899,7.20579106626336,0.835059122185851,3.58989333333333,0.092784346909539,240.542890464519
4,1124,2177.18,1567.43,544.295,1.93699288256228,281,"high",0,0,"high",1.93699288256228,0,0,1,17.9999999999709,0,0,1,0,0,0,0,0,0,0,152946.895,1124,2177.18,0,0,0,"short","very_high","very_high",16,1263376,4740112.7524,64,1.6094379124341,7.02553831463852,7.68624494470613,2.06410856770331,1.93699288256228,0.129006785481457,-233.941724263212
3,779,2110.9,1520.73,703.633333333333,2.70975609756098,259.666666666667,"high",0,0,"high",2.70975609756098,0,0,1,90,0,0,0,0,0,0,0,0,0,0,182710.122222222,779,2110.9,1,0,0,"short","high","very_high",9,606841,4455898.81,27,1.38629436111989,6.65929391968364,7.65534329522033,1.10658648610256,2.70975609756098,0.122954054011396,-51.4676024559883
8,1173,671.25,1419.34,83.90625,0.572250639386189,146.625,"medium",0,0,"medium",0.572250639386189,0,1,0,25,0,0,0,0,0,1,0,0,0,0,12302.75390625,1173,671.25,0,0,0,"medium","very_high","medium",64,1375929,450576.5625,512,2.19722457733622,7.06817200038804,6.51063029514897,13.9590925994794,0.572250639386189,0.218110821866865,-27.5087796746053
14,47,1667.14,1745.18,119.081428571429,35.4710638297872,3.35714285714286,"low",0,0,"medium",35.4710638297872,0,0,1,14,0,0,0,1,0,1,0,0,0,1,399.773367346939,47,1667.14,0,1,0,"very_long","very_low","high",196,2209,2779355.7796,2744,2.70805020110221,3.87120101090789,7.41946451225024,0.394451305046339,35.4710638297872,0.00201250665839969,118.537691789301
3,981,2008.83,1539.47,669.61,2.0477370030581,327,"very_high",0,1,"high",2.0477370030581,0,0,1,83,0,0,0,0,0,0,0,0,0,0,218962.47,981,2008.83,1,0,0,"short","high","very_high",9,962361,4035397.9689,27,1.38629436111989,6.88959130835447,7.60580542036185,1.46430295099586,2.0477370030581,0.162700327888428,-83.6693524941193
5,516,1450.67,1547.5,290.134,2.81137596899225,103.2,"medium",0,0,"high",2.81137596899225,0,0,1,67,0,1,1,0,0,0,0,0,0,0,29941.8288,516,1450.67,0,0,0,"short","medium","high",25,266256,2104443.4489,125,1.79175946922805,6.24804287450843,7.28046989682711,1.77726342763851,2.81137596899225,0.0710905371055405,245.182297188924
6,471,332.51,872.19,55.4183333333333,0.705966029723991,78.5,"low",0,0,"low",0.705966029723991,0,0,0,51,0,0,1,0,0,0,0,0,0,0,4350.33916666667,471,332.51,0,0,0,"medium","medium","low",36,221841,110562.9001,216,1.94591014905531,6.15697898558556,5.80967284991363,8.47350904020869,0.705966029723991,0.235375251116908,-32.0245605302
2,941,1565.77,1432.79,782.885,1.66394261424017,470.5,"very_high",0,1,"high",1.66394261424017,0,0,1,77,0,0,0,0,0,0,0,0,0,0,368347.3925,941,1565.77,1,0,0,"very_short","high","high",4,885481,2451635.6929,8,1.09861228866811,6.84800527457636,7.35677145430175,1.20119736783319,1.66394261424017,0.300299341958296,47.1572348047407
10,377,301.96,837.36,30.196,0.800954907161804,37.7,"low",0,0,"low",0.800954907161804,0,0,0,95.9999999999964,0,0,0,0,0,1,0,0,0,0,1138.3892,377,301.96,0,1,0,"long","medium","low",100,142129,91179.8416,1000,2.39789527279837,5.93489419561959,5.71360078359354,12.4438869817798,0.800954907161804,0.124438869817798,-213.469452063303
7,273,285.83,793.58,40.8328571428571,1.04699633699634,39,"low",0,0,"low",1.04699633699634,0,0,0,83,0,0,0,0,0,0,0,0,0,0,1592.48142857143,273,285.83,0,1,0,"medium","low","low",49,74529,81698.7889,343,2.07944154167984,5.61312810638807,5.65888970576546,6.66248300386989,1.04699633699634,0.135969040895304,-54.5753393912711
1,458,834.7,737.28,834.7,1.82248908296943,458,"very_high",0,1,"high",1.82248908296943,0,0,0,70,0,0,0,1,1,0,0,0,0,0,382292.6,458,834.7,1,0,0,"very_short","medium","medium",1,209764,696724.09,1,0.693147180559945,6.12905021006055,6.72826969700739,0.548043556300108,1.82248908296943,0.548043556300108,-103.157587180397
11,772,932.31,1575.52,84.7554545454545,1.20765544041451,70.1818181818182,"low",0,0,"medium",1.20765544041451,0,0,0,31,0,0,0,1,0,1,0,0,0,0,5948.29190082645,772,932.31,0,1,0,"long","high","medium",121,595984,869201.9361,1331,2.484906649788,6.65027904858742,6.83873740718268,9.09879889854389,1.20765544041451,0.075196685111933,57.2738912637961
11,36,1541.47,1593.24,140.133636363636,42.8186111111111,3.27272727272727,"low",0,0,"high",42.8186111111111,0,0,1,47,0,0,0,1,0,1,0,1,0,1,458.619173553719,36,1541.47,0,1,0,"long","very_low","high",121,1296,2376129.7609,1331,2.484906649788,3.61091791264422,7.3411403066439,0.256731087152424,42.8186111111111,0.00212174452192086,169.765360672095
12,211,1048.29,1579.73,87.3575,4.9681990521327,17.5833333333333,"low",0,0,"medium",4.9681990521327,0,0,1,29,0,0,0,1,0,1,0,0,0,0,1536.03604166667,211,1048.29,0,1,0,"long","low","high",144,44521,1098911.9241,1728,2.56494935746154,5.35658627467201,6.95586902395549,2.41306025979472,4.9681990521327,0.0167573629152411,217.036220128384
7,987,2164.1,1839.67,309.157142857143,2.19260385005066,141,"medium",0,0,"high",2.19260385005066,0,0,1,10,0,0,0,0,0,0,0,0,0,0,43591.1571428571,987,2164.1,0,0,0,"medium","high","very_high",49,974169,4683328.81,343,2.07944154167984,6.89568269774787,7.68022182874634,3.19107662463628,2.19260385005066,0.0651240127476791,-45.791959736727
9,662,2275.59,1599.27,252.843333333333,3.43744712990937,73.5555555555556,"low",0,0,"high",3.43744712990937,0,0,1,59,0,0,0,0,0,1,0,1,0,1,18598.0318518519,662,2275.59,0,1,0,"long","high","very_high",81,438244,5178309.8481,729,2.30258509299405,6.49677499018586,7.73043398836631,2.61707202438735,3.43744712990937,0.0323095311652759,-284.143360143875
12,96,1164.37,1553.21,97.0308333333333,12.1288541666667,8,"low",0,0,"medium",12.1288541666667,0,0,1,36.9999999999854,0,0,0,1,0,1,0,0,0,0,776.246666666667,96,1164.37,0,1,0,"long","very_low","high",144,9216,1355757.4969,1728,2.56494935746154,4.57471097850338,7.06079391214321,0.988527248856586,12.1288541666667,0.00686477256150407,197.322950856418
5,569,1856.7,1623.81,371.34,3.26309314586995,113.8,"medium",0,0,"high",3.26309314586995,0,0,1,70,0,1,1,0,0,0,0,0,0,0,42258.492,569,1856.7,0,0,0,"short","medium","high",25,323761,3447334.89,125,1.79175946922805,6.3456363608286,7.52709444239736,1.53146363783173,3.26309314586995,0.0612585455132691,142.420141416677
12,128,477.17,874.99,39.7641666666667,3.727890625,10.6666666666667,"low",0,0,"low",3.727890625,0,0,0,17,0,0,0,1,0,1,0,0,0,0,424.151111111111,128,477.17,0,1,0,"long","low","low",144,16384,227691.2089,1728,2.56494935746154,4.85981240436167,6.16996631779907,3.21224669050756,3.727890625,0.0223072686840803,-232.055782136576
4,886,2401.28,1698,600.32,2.71024830699774,221.5,"high",0,0,"high",2.71024830699774,0,0,1,28.0000000000291,0,0,1,0,0,0,0,0,0,0,132970.88,886,2401.28,0,0,0,"short","high","very_high",16,784996,5766145.6384,64,1.6094379124341,6.78784498230958,7.78417356537163,1.47526516476014,2.71024830699774,0.092204072797509,-83.1072427578423
13,19,807.27,1331.53,62.0976923076923,42.4878947368421,1.46153846153846,"low",0,0,"low",42.4878947368421,0,0,0,27,0,0,0,1,0,1,0,0,0,0,90.7581656804734,19,807.27,0,1,0,"very_long","very_low","medium",169,361,651684.8529,2197,2.63905732961526,2.99573227355399,6.69489616111845,0.305590953518008,42.4878947368421,0.00180823049418939,96.6267301882996
8,275,2347.09,1454.47,293.38625,8.53487272727273,34.375,"low",0,0,"high",8.53487272727273,0,0,1,9,0,0,0,0,0,1,0,1,0,1,10085.15234375,275,2347.09,0,1,0,"medium","low","very_high",64,75625,5508831.4681,512,2.19722457733622,5.62040086571715,7.76135751070743,0.93693171897159,8.53487272727273,0.0146395581089311,-233.802692158128
9,963,588.5,1434.42,65.3888888888889,0.611111111111111,107,"medium",0,0,"low",0.611111111111111,0,0,0,50,0,0,0,0,0,1,0,0,0,0,6996.61111111111,963,588.5,0,0,0,"long","high","medium",81,927369,346332.25,729,2.30258509299405,6.87109129461055,6.37927471997743,14.7022900763359,0.611111111111111,0.181509754028838,62.7879726307355
14,1056,2489.69,1894.16,177.835,2.35766098484849,75.4285714285714,"low",0,0,"high",2.35766098484849,0,0,1,69,0,0,0,1,0,1,0,1,0,1,13413.84,1056,2489.69,0,1,0,"very_long","very_high","very_high",196,1115136,6198556.2961,2744,2.70805020110221,6.96318998587024,7.82031505950504,5.93570456379557,2.35766098484849,0.0302842069581407,-497.060523878362
5,728,423.16,947.72,84.632,0.581263736263736,145.6,"medium",0,0,"medium",0.581263736263736,0,0,0,16,0,1,1,0,0,0,0,0,0,0,12322.4192,728,423.16,0,0,1,"short","high","low",25,529984,179064.3856,125,1.79175946922805,6.59167373200866,6.05011074254072,8.58166729536024,0.581263736263736,0.34326669181441,-55.681241379986
4,286,1063.49,418.17,265.8725,3.7184965034965,71.5,"low",0,0,"high",3.7184965034965,0,0,1,49,1,0,1,0,0,0,0,0,0,1,19009.88375,286,1063.49,0,0,0,"short","low","high",16,81796,1131010.9801,64,1.6094379124341,5.65948221575962,6.97025109020768,1.07469304549597,3.7184965034965,0.0671683153434978,-583.362770290809
11,332,1352.48,1663.39,122.952727272727,4.07373493975904,30.1818181818182,"low",0,0,"high",4.07373493975904,0,0,1,48,0,0,0,1,0,1,0,1,0,1,3710.93685950413,332,1352.48,0,1,0,"long","medium","high",121,110224,1829202.1504,1331,2.484906649788,5.80814248998044,7.21043433243983,2.69822974850016,4.07373493975904,0.0222994194090923,180.361211102086
12,49,1118.38,1494.81,93.1983333333333,22.8240816326531,4.08333333333333,"low",0,0,"medium",22.8240816326531,0,0,1,38.0000000000146,0,0,0,1,0,1,0,0,0,0,380.559861111111,49,1118.38,0,1,0,"long","very_low","high",144,2401,1250773.8244,1728,2.56494935746154,3.91202300542815,7.02053023958334,0.525290785970805,22.8240816326531,0.00364785268035281,177.476045856729
2,18,2503.46,1206.95,1251.73,139.081111111111,9,"low",0,0,"high",139.081111111111,0,0,1,46,0,0,0,0,0,0,0,0,0,1,11265.57,18,2503.46,0,0,0,"very_short","very_low","very_high",4,324,6267311.9716,8,1.09861228866811,2.94443897916644,7.82582842141838,0.0143743561486308,139.081111111111,0.00359358903715771,-126.356873411666
14,592,1268.36,1930.24,90.5971428571429,2.1425,42.2857142857143,"low",0,0,"medium",2.1425,0,0,1,35.9999999999854,0,0,0,1,0,1,0,0,0,0,3830.96489795918,592,1268.36,0,1,0,"very_long","medium","high",196,350464,1608737.0896,2744,2.70805020110221,6.38519439899773,7.14626811542583,6.52927459507153,2.1425,0.0333126254850588,213.398225034125
3,892,171.32,875.39,57.1066666666667,0.192062780269058,297.333333333333,"high",0,0,"low",0.192062780269058,0,0,0,32,0,0,0,0,0,0,0,0,1,0,16979.7155555556,892,171.32,1,0,0,"short","high","low",9,795664,29350.5424,27,1.38629436111989,6.7945865808765,5.14935321340808,15.5292479108635,0.192062780269058,1.72547199009595,-4.57644160398039
11,741,1872.39,1847.08,170.217272727273,2.52684210526316,67.3636363636364,"low",0,0,"high",2.52684210526316,0,0,1,39,0,0,0,1,0,1,0,1,0,1,11466.4544628099,741,1872.39,0,1,0,"long","high","high",121,549081,3505844.3121,1331,2.484906649788,6.60934924316738,7.53550490287245,4.35093600371519,2.52684210526316,0.0359581487910346,-17.2708507331034
14,807,2358.41,1819.41,168.457857142857,2.92244114002478,57.6428571428571,"low",0,0,"high",2.92244114002478,0,0,1,41,0,0,0,1,0,1,0,1,0,1,9710.39219387755,807,2358.41,0,1,0,"very_long","high","very_high",196,651249,5562097.7281,2744,2.70805020110221,6.6945620585211,7.76616686676445,4.78848525690745,2.92244114002478,0.0244310472291196,-410.582886317704
5,873,1584.53,1796.7,316.906,1.81504009163803,174.6,"medium",0,0,"high",1.81504009163803,0,0,1,53,0,1,1,0,0,0,0,0,0,0,55331.7876,873,1584.53,0,0,0,"short","high","high",25,762129,2510735.3209,125,1.79175946922805,6.77308037565554,7.36867401527527,2.75302264857808,1.81504009163803,0.110120905943123,284.037187797189
3,1159,2209.44,1434.84,736.48,1.90633304572908,386.333333333333,"very_high",0,1,"high",1.90633304572908,0,0,1,44,0,0,0,0,0,0,0,0,0,0,284526.773333333,1159,2209.44,1,0,0,"short","very_high","very_high",9,1343281,4881625.1136,27,1.38629436111989,7.05617528410041,7.70094686971764,1.57298999294258,1.90633304572908,0.174776665882509,-344.42991132014
11,920,1338.65,1871.27,121.695454545455,1.45505434782609,83.6363636363636,"low",0,0,"high",1.45505434782609,0,0,1,65,0,0,0,1,0,1,0,1,0,1,10178.1652892562,920,1338.65,0,1,0,"long","high","high",121,846400,1791983.8225,1331,2.484906649788,6.82546003625531,7.200163664798,7.55421192102415,1.45505434782609,0.0624315034795384,131.496746331142
1,388,390.7,332.06,390.7,1.0069587628866,388,"very_high",0,1,"high",1.0069587628866,0,0,0,70,0,0,0,1,1,0,0,0,0,0,151591.6,388,390.7,1,0,0,"very_short","medium","low",1,150544,152646.49,1,0.693147180559945,5.96357934361845,5.97049624067179,0.990553995404646,1.0069587628866,0.990553995404646,-307.192238354277
9,576,1059.79,1547.5,117.754444444444,1.83991319444444,64,"low",0,0,"medium",1.83991319444444,0,0,1,79,0,0,0,0,0,1,0,0,0,1,7536.28444444444,576,1059.79,0,1,0,"long","medium","high",81,331776,1123154.8441,729,2.30258509299405,6.3578422665081,6.9667691925395,4.88692389634141,1.83991319444444,0.0603323937819927,167.894250029718
9,524,2367.12,1640.78,263.013333333333,4.51740458015267,58.2222222222222,"low",0,0,"high",4.51740458015267,0,0,1,12,0,0,0,0,0,1,0,1,0,1,15313.2207407407,524,2367.12,0,1,0,"long","medium","very_high",81,274576,5603257.0944,729,2.30258509299405,6.26339826259162,7.7698516703956,1.99145313582082,4.51740458015267,0.0245858411829731,-216.177556073309
10,459,2183.11,1559.59,218.311,4.75623093681917,45.9,"low",0,0,"high",4.75623093681917,0,0,1,11,0,0,0,0,0,1,0,1,0,1,10020.4749,459,2183.11,0,1,0,"long","medium","very_high",100,210681,4765969.2721,1000,2.39789527279837,6.13122648948314,7.68896370189682,2.10154250472733,4.75623093681917,0.0210154250472733,-248.000889629625
4,725,588.9,1097.95,147.225,0.812275862068966,181.25,"high_optimal",1,0,"high",0.812275862068966,0,0,0,90,0,0,1,0,0,0,0,0,0,0,26684.53125,725,588.9,0,0,1,"short","high","medium",16,525625,346803.21,64,1.6094379124341,6.5875500148248,6.37995303100903,4.91608747245296,0.812275862068966,0.30725546702831,82.4808378712605
1,992,958.87,1222.41,958.87,0.966602822580645,992,"very_high",0,1,"high",0.966602822580645,0,0,0,87,0,0,0,1,1,0,0,0,0,0,951199.04,992,958.87,1,0,0,"very_short","high","medium",1,984064,919431.6769,1,0.693147180559945,6.90073066404517,6.86679785862555,1.03347328284038,0.966602822580645,1.03347328284038,96.4580083108056
10,536,2194.42,1615.13,219.442,4.0940671641791,53.6,"low",0,0,"high",4.0940671641791,0,0,1,42,0,0,0,0,0,1,0,1,0,1,11762.0912,536,2194.42,0,1,0,"long","medium","very_high",100,287296,4815479.1364,1000,2.39789527279837,6.28599809450886,7.6941286511689,2.44144628362682,4.0940671641791,0.0244144628362682,-231.105732003901
11,1126,1593.03,2143.74,144.820909090909,1.41476909413854,102.363636363636,"medium",0,0,"high",1.41476909413854,0,0,1,3,0,0,0,1,0,1,0,1,0,0,14824.3948760331,1126,1593.03,0,0,0,"long","very_high","high",121,1267876,2537744.5809,1331,2.484906649788,7.02731451403978,7.37402067975022,7.77024271814207,1.41476909413854,0.0642168819681163,214.771696234846
10,314,1098.8,1539.1,109.88,3.49936305732484,31.4,"low",0,0,"medium",3.49936305732484,0,0,1,80,0,0,0,0,0,1,0,0,0,1,3450.232,314,1098.8,0,1,0,"long","medium","high",100,98596,1207361.44,1000,2.39789527279837,5.75257263882563,7.00288362407371,2.85506455719222,3.49936305732484,0.0285506455719222,211.267430810184
1,9,2246.28,1120.22,2246.28,249.586666666667,9,"low",0,0,"high",249.586666666667,0,0,1,28.0000000000291,0,0,0,1,1,0,0,0,0,1,20216.52,9,2246.28,0,0,0,"very_short","very_low","very_high",1,81,5045773.8384,1,0.693147180559945,2.30258509299405,7.71747587501397,0.00400484140828023,249.586666666667,0.00400484140828023,-60.561448622276
11,706,1508.23,2030.59,137.111818181818,2.13630311614731,64.1818181818182,"low",0,0,"high",2.13630311614731,0,0,1,23,0,0,0,1,0,1,0,1,0,1,8800.08578512397,706,1508.23,0,1,0,"long","high","high",121,498436,2274757.7329,1331,2.484906649788,6.56103066589657,7.31935486597369,5.14567030870046,2.13630311614731,0.0425262008983509,321.259309722645
10,976,2166.02,1775.03,216.602,2.21928278688525,97.6,"low",0,0,"high",2.21928278688525,0,0,1,2,0,0,0,0,0,1,0,1,0,1,21140.3552,976,2166.02,0,1,0,"long","high","very_high",100,952576,4691642.6404,1000,2.39789527279837,6.88448665204278,7.6811082308431,4.5038809055754,2.21928278688525,0.045038809055754,-256.416412892727
